shot,status,reason,n_samples,n_windows,duration_ms,k_in_mean,k_in_std,k_in_max,k_in_min,n_events,event_severity_max,B_mean,S_mean,R_mean,D_mean,I_mean
84764,ok,7ch_prm,63715,12,12.182,0.072088,0.019786,0.109546,0.039251,1,13.241979308245426,0.00672,0.056755,0.241268,0.004896,0.758736
84765,ok,115ch_prm,2574408,24,24.455,0.187537,0.096672,0.446598,0.0,1,9.143386626409276,0.472872,0.315278,0.531772,0.00372,0.497819
84766,ok,14ch_prm,128240,12,12.062,0.077149,0.031592,0.137275,0.036723,0,0.0,0.007855,0.057469,0.241722,0.005369,0.758282
84768,ok,14ch_prm,113021,11,11.886,0.063535,0.027808,0.107144,1.1e-05,0,0.0,0.00916,0.112654,0.241872,0.004161,0.758132
84769,ok,66ch_prm,1596937,23,23.955,0.212052,0.101283,0.525209,0.0,1,13.100677501564567,0.490362,0.598049,0.512375,0.003576,0.516052
84770,ok,6ch_prm,56541,11,11.734,0.066759,0.017549,0.09085,0.038318,0,0.0,0.012334,0.039773,0.24403,0.004213,0.755976
84771,ok,6ch_prm,55735,12,12.173,0.069722,0.025304,0.104655,0.040834,0,0.0,0.017988,0.038145,0.245191,0.004397,0.754824
84772,ok,6ch_prm,47776,11,11.749,0.068319,0.017462,0.088439,0.038744,0,0.0,0.007039,0.034877,0.241224,0.004629,0.758777
84774,ok,66ch_prm,1606053,24,24.66,0.212362,0.10268,0.525048,0.0,1,9.246696923766885,0.487423,0.664853,0.477122,0.003928,0.553471
84777,ok,105ch_prm,1982157,11,11.713,0.123435,0.055182,0.263968,0.029238,0,0.0,0.262465,0.048415,0.395498,0.00257,0.619004
84778,ok,5ch_prm,48041,12,12.162,0.070464,0.0234,0.107559,0.039827,0,0.0,0.017347,0.029972,0.245371,0.003342,0.754641
